"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.472431
2014-01-01,NA,"Region 5","CH Milk ","Switzerland",71.517946
2014-01-01,"Conventional","Region 5","CH Milk ","Switzerland",77.139164
2014-01-01,NA,"Region 4","CH Milk ","Switzerland",69.183044
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-01-01,"Bio","Switzerland","CH Milk ","Switzerland",77.331742
2014-01-01,"Bio","Region 4","CH Milk ","Switzerland",74.375265
2014-01-01,"Conventional","Region 1","CH Milk ","Switzerland",81.544122
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.296657
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2014-01-01,"Conventional","Region 5","CH Milk ","Switzerland",64.222965
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.4
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.817995
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.256947
2014-01-01,NA,"France","International Milk","France",46.62419
2014-01-01,NA,"Switzerland","CH Milk ","Switzerland",70.317093
2014-01-01,"Conventional","Region 4","CH Milk ","Switzerland",70.305949
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.4
2014-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.192053
2014-01-01,NA,"Germany","International Milk","Germany",49.755131
2013-12-01,"Conventional","Region 3","CH Milk ","Switzerland",66.971234
2013-12-01,"Conventional","Region 4","CH Milk ","Switzerland",71.655771
2013-12-01,"Conventional","Region 1","CH Milk ","Switzerland",67.654192
2013-12-01,NA,"Italy","International Milk","Italy",49.94738
2013-12-01,NA,"Region 1","CH Milk ","Switzerland",73.556219
2013-12-01,"Bio","Region 4","CH Milk ","Switzerland",76.408656
2013-12-01,"Conventional","Region 5","CH Milk ","Switzerland",63.505086
2013-12-01,NA,"New Zealand","International Milk","New Zealand",46.925919
2013-12-01,"Conventional","Region 1","CH Milk ","Switzerland",81.572764
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.815559
2013-12-01,"Bio","Region 1","CH Milk ","Switzerland",85.193286
2013-12-01,NA,"USA / Canada","International Milk","USA",43.349211
2013-12-01,NA,"Switzerland","CH Milk ","Switzerland",68.464709
2013-12-01,NA,"Region 4","CH Milk ","Switzerland",69.639661
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.47614
2013-12-01,NA,"Rest of the world, non-Swiss","International Milk",NA,54.87552
2013-12-01,NA,"France","International Milk","France",42.987988
2013-12-01,"Conventional","Region 5","CH Milk ","Switzerland",77.249221
2013-12-01,"Conventional","Region 1","CH Milk ","Switzerland",79.339286
2013-12-01,"Conventional","Region 2","CH Milk ","Switzerland",68.392355
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.265762
2013-12-01,NA,"EU","International Milk","EU-28",49.326723
2013-12-01,"Conventional","Region 2","CH Milk ","Switzerland",70.124162
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",64
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.114605
2013-12-01,"Bio","Region 2","CH Milk ","Switzerland",78.218666
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",64
2013-12-01,NA,"Austria","International Milk","Austria",49.669695
2013-12-01,NA,"Region 5","CH Milk ","Switzerland",71.759775
2013-12-01,NA,"Italy","International Milk","Italy",60.175785
2013-12-01,"Bio","Switzerland","CH Milk ","Switzerland",78.611647
2013-12-01,"Conventional","Region 4","CH Milk ","Switzerland",67.538693
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.815958
2013-12-01,NA,"Region 3","CH Milk ","Switzerland",67.74742
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-12-01,NA,"Region 2","CH Milk ","Switzerland",69.216686
2013-12-01,"Conventional","Region 4","CH Milk ","Switzerland",74.019029
2013-12-01,NA,"Switzerland","CH Milk ","Switzerland",70.176327
2013-12-01,"Conventional","Region 5","CH Milk ","Switzerland",73.82847
2013-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.144815
2013-12-01,"Conventional","Region 2","CH Milk ","Switzerland",69.19053
2013-12-01,NA,"Germany","International Milk","Germany",50.37095
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.395448
2013-11-01,NA,"Region 5","CH Milk ","Switzerland",72.881057
2013-11-01,"Conventional","Region 2","CH Milk ","Switzerland",70.064243
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-11-01,"Conventional","Region 5","CH Milk ","Switzerland",65.220431
2013-11-01,NA,"Region 4","CH Milk ","Switzerland",69.84761
2013-11-01,NA,"New Zealand","International Milk","New Zealand",48.16729
2013-11-01,"Conventional","Region 2","CH Milk ","Switzerland",71.825722
2013-11-01,"Bio","Switzerland","CH Milk ","Switzerland",78.510804
2013-11-01,"Conventional","Region 1","CH Milk ","Switzerland",78.29539
2013-11-01,"Bio","Region 2","CH Milk ","Switzerland",78.244507
2013-11-01,NA,"Germany","International Milk","Germany",50.885601
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.924696
2013-11-01,"Conventional","Region 2","CH Milk ","Switzerland",68.008864
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.882445
2013-11-01,NA,"Italy","International Milk","Italy",50.232817
2013-11-01,NA,"EU","International Milk","EU-28",49.559337
2013-11-01,"Conventional","Region 4","CH Milk ","Switzerland",73.966087
2013-11-01,NA,"Austria","International Milk","Austria",49.177448
2013-11-01,NA,"Switzerland","CH Milk ","Switzerland",70.871235
2013-11-01,NA,"Switzerland","CH Milk ","Switzerland",69.142668
2013-11-01,"Conventional","Region 5","CH Milk ","Switzerland",75.4728
2013-11-01,"Conventional","Region 1","CH Milk ","Switzerland",81.347108
2013-11-01,NA,"France","International Milk","France",42.469506
2013-11-01,"Bio","Region 4","CH Milk ","Switzerland",76.870117
2013-11-01,NA,"Region 1","CH Milk ","Switzerland",75.561698
2013-11-01,"Conventional","Region 3","CH Milk ","Switzerland",65.177597
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.618473
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.260836
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.5
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.5
2013-11-01,NA,"Region 2","CH Milk ","Switzerland",69.216059
2013-11-01,NA,"USA / Canada","International Milk","USA",43.473751
2013-11-01,"Conventional","Region 5","CH Milk ","Switzerland",73.766248
2013-11-01,NA,"Region 3","CH Milk ","Switzerland",67.332566
2013-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.648877
2013-11-01,"Bio","Region 1","CH Milk ","Switzerland",84.108717
2013-11-01,"Conventional","Region 4","CH Milk ","Switzerland",71.267579
2013-11-01,NA,"Italy","International Milk","Italy",63.291696
2013-11-01,NA,"Rest of the world, non-Swiss","International Milk",NA,53.95722
2013-11-01,"Conventional","Region 4","CH Milk ","Switzerland",67.334413
2013-11-01,"Conventional","Region 1","CH Milk ","Switzerland",66.809732
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.862042
2013-10-01,NA,"France","International Milk","France",42.873038
2013-10-01,NA,"Germany","International Milk","Germany",50.259591
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.207907
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.2
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.2
2013-10-01,NA,"Region 5","CH Milk ","Switzerland",75.796869
2013-10-01,NA,"Region 2","CH Milk ","Switzerland",69.475095
2013-10-01,"Conventional","Region 4","CH Milk ","Switzerland",70.916359
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.523375
2013-10-01,"Bio","Switzerland","CH Milk ","Switzerland",79.764504
2013-10-01,NA,"Region 3","CH Milk ","Switzerland",67.691522
2013-10-01,NA,"EU","International Milk","EU-28",48.6403
2013-10-01,"Bio","Region 1","CH Milk ","Switzerland",85.600075
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-10-01,NA,"Rest of the world, non-Swiss","International Milk",NA,54.42788
2013-10-01,"Conventional","Region 1","CH Milk ","Switzerland",80.938815
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.863212
2013-10-01,NA,"New Zealand","International Milk","New Zealand",49.366826
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-10-01,NA,"Switzerland","CH Milk ","Switzerland",68.295213
2013-10-01,"Conventional","Region 5","CH Milk ","Switzerland",76.56604
2013-10-01,NA,"Region 1","CH Milk ","Switzerland",72.754828
2013-10-01,"Conventional","Region 5","CH Milk ","Switzerland",80.287
2013-10-01,"Conventional","Region 2","CH Milk ","Switzerland",69.330539
2013-10-01,NA,"Italy","International Milk","Italy",61.976116
2013-10-01,NA,"Switzerland","CH Milk ","Switzerland",70.002594
2013-10-01,"Conventional","Region 2","CH Milk ","Switzerland",68.714027
2013-10-01,NA,"Region 4","CH Milk ","Switzerland",69.222289
2013-10-01,NA,"USA / Canada","International Milk","USA",41.214958
2013-10-01,"Conventional","Region 5","CH Milk ","Switzerland",68.74928
2013-10-01,"Conventional","Region 1","CH Milk ","Switzerland",65.802283
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.94612
2013-10-01,"Conventional","Region 4","CH Milk ","Switzerland",73.853175
2013-10-01,"Conventional","Region 1","CH Milk ","Switzerland",78.286808
2013-10-01,"Conventional","Region 2","CH Milk ","Switzerland",69.089453
2013-10-01,"Conventional","Region 4","CH Milk ","Switzerland",67.206437
2013-10-01,"Bio","Region 2","CH Milk ","Switzerland",80.797445
2013-10-01,"Conventional","Region 3","CH Milk ","Switzerland",66.470958
2013-10-01,"Bio","Region 4","CH Milk ","Switzerland",76.064575
2013-10-01,NA,"Austria","International Milk","Austria",47.421214
2013-10-01,NA,"Italy","International Milk","Italy",50.212428
2013-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.194787
2013-09-01,NA,"Region 2","CH Milk ","Switzerland",67.911119
2013-09-01,"Conventional","Region 1","CH Milk ","Switzerland",65.879796
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.568235
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-09-01,"Conventional","Region 1","CH Milk ","Switzerland",78.779002
2013-09-01,NA,"Austria","International Milk","Austria",46.255162
2013-09-01,"Conventional","Region 3","CH Milk ","Switzerland",66.680054
2013-09-01,NA,"Region 3","CH Milk ","Switzerland",68.043692
2013-09-01,"Conventional","Region 4","CH Milk ","Switzerland",66.599915
2013-09-01,NA,"Rest of the world, non-Swiss","International Milk",NA,56.26128
2013-09-01,"Conventional","Region 5","CH Milk ","Switzerland",78.974268
2013-09-01,NA,"Region 1","CH Milk ","Switzerland",73.282521
2013-09-01,NA,"Germany","International Milk","Germany",48.99827
2013-09-01,"Conventional","Region 5","CH Milk ","Switzerland",71.18871
2013-09-01,NA,"Region 5","CH Milk ","Switzerland",76.420884
2013-09-01,"Conventional","Region 4","CH Milk ","Switzerland",72.711838
2013-09-01,"Conventional","Region 2","CH Milk ","Switzerland",68.871617
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.824492
2013-09-01,NA,"Italy","International Milk","Italy",60.457434
2013-09-01,"Conventional","Region 1","CH Milk ","Switzerland",81.237161
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.749392
2013-09-01,"Conventional","Region 4","CH Milk ","Switzerland",71.434981
2013-09-01,"Bio","Switzerland","CH Milk ","Switzerland",83.197092
2013-09-01,"Conventional","Region 2","CH Milk ","Switzerland",66.736089
2013-09-01,NA,"New Zealand","International Milk","New Zealand",49.314986
2013-09-01,NA,"Switzerland","CH Milk ","Switzerland",67.955052
2013-09-01,NA,"France","International Milk","France",43.999899
2013-09-01,"Bio","Region 1","CH Milk ","Switzerland",85.885429
2013-09-01,"Bio","Region 4","CH Milk ","Switzerland",83.2286
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.782286
2013-09-01,NA,"Switzerland","CH Milk ","Switzerland",69.653928
2013-09-01,NA,"Italy","International Milk","Italy",50.310293
2013-09-01,"Conventional","Region 5","CH Milk ","Switzerland",76.31272
2013-09-01,"Bio","Region 2","CH Milk ","Switzerland",82.910543
2013-09-01,"Conventional","Region 2","CH Milk ","Switzerland",68.969469
2013-09-01,NA,"EU","International Milk","EU-28",47.488962
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.360121
2013-09-01,NA,"Region 4","CH Milk ","Switzerland",69.407561
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.271202
2013-09-01,NA,"USA / Canada","International Milk","USA",40.96216
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",64
2013-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",64
2013-08-01,"Conventional","Region 3","CH Milk ","Switzerland",65.890385
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",65.265024
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-08-01,NA,"USA / Canada","International Milk","USA",39.83882
2013-08-01,"Conventional","Region 2","CH Milk ","Switzerland",65.376316
2013-08-01,NA,"France","International Milk","France",44.234781
2013-08-01,"Conventional","Region 2","CH Milk ","Switzerland",67.440228
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-08-01,NA,"Italy","International Milk","Italy",58.58354
2013-08-01,NA,"Region 4","CH Milk ","Switzerland",68.296435
2013-08-01,"Bio","Region 1","CH Milk ","Switzerland",82.936739
2013-08-01,NA,"Region 5","CH Milk ","Switzerland",76.251895
2013-08-01,NA,"Switzerland","CH Milk ","Switzerland",68.304561
2013-08-01,"Conventional","Region 4","CH Milk ","Switzerland",69.840893
2013-08-01,"Bio","Switzerland","CH Milk ","Switzerland",82.356408
2013-08-01,"Conventional","Region 5","CH Milk ","Switzerland",67.507921
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.856793
2013-08-01,"Conventional","Region 1","CH Milk ","Switzerland",79.684333
2013-08-01,NA,"New Zealand","International Milk","New Zealand",48.065598
2013-08-01,NA,"Region 2","CH Milk ","Switzerland",66.535044
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.044607
2013-08-01,"Conventional","Region 4","CH Milk ","Switzerland",66.043175
2013-08-01,"Conventional","Region 1","CH Milk ","Switzerland",77.120816
2013-08-01,"Conventional","Region 5","CH Milk ","Switzerland",76.454641
2013-08-01,"Bio","Region 4","CH Milk ","Switzerland",82.209944
2013-08-01,NA,"Switzerland","CH Milk ","Switzerland",66.638595
2013-08-01,"Conventional","Region 5","CH Milk ","Switzerland",81.80099
2013-08-01,NA,"Austria","International Milk","Austria",45.524794
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.1
2013-08-01,NA,"Italy","International Milk","Italy",50.293982
2013-08-01,NA,"Rest of the world, non-Swiss","International Milk",NA,55.37966
2013-08-01,"Conventional","Region 2","CH Milk ","Switzerland",67.257466
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.1
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.213219
2013-08-01,"Conventional","Region 1","CH Milk ","Switzerland",63.113354
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",74.442822
2013-08-01,NA,"Region 1","CH Milk ","Switzerland",71.1964
2013-08-01,NA,"Region 3","CH Milk ","Switzerland",67.2511
2013-08-01,NA,"EU","International Milk","EU-28",45.561796
2013-08-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.825155
2013-08-01,"Conventional","Region 4","CH Milk ","Switzerland",70.831064
2013-08-01,NA,"Germany","International Milk","Germany",47.232436
2013-08-01,"Bio","Region 2","CH Milk ","Switzerland",82.797368
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
2013-07-01,NA,"Austria","International Milk","Austria",44.411488
2013-07-01,"Conventional","Region 2","CH Milk ","Switzerland",67.598778
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.348157
2013-07-01,"Bio","Region 1","CH Milk ","Switzerland",83.638329
2013-07-01,NA,"Region 5","CH Milk ","Switzerland",75.076533
2013-07-01,NA,"Region 1","CH Milk ","Switzerland",71.557114
2013-07-01,"Conventional","Region 5","CH Milk ","Switzerland",75.613871
2013-07-01,"Conventional","Region 4","CH Milk ","Switzerland",68.758197
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.117994
2013-07-01,NA,"EU","International Milk","EU-28",45.029688
2013-07-01,NA,"Switzerland","CH Milk ","Switzerland",67.735635
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",62
2013-07-01,"Conventional","Region 4","CH Milk ","Switzerland",70.538122
2013-07-01,"Conventional","Region 1","CH Milk ","Switzerland",79.456496
2013-07-01,"Conventional","Region 2","CH Milk ","Switzerland",64.750725
2013-07-01,NA,"Italy","International Milk","Italy",48.015594
2013-07-01,NA,"France","International Milk","France",44.259534
2013-07-01,"Conventional","Region 5","CH Milk ","Switzerland",65.848027
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.449762
2013-07-01,"Bio","Region 2","CH Milk ","Switzerland",81.752001
2013-07-01,"Conventional","Switzerland","CH Milk ","Switzerland",69
